40,14.4
41,16
42,18.2
42,17.3
43,16.6
45,16.3
52,21.3
56,22.9
56,23.2
58,21.3
59,23.7
65,22.9
65,19.6
65,21.4
65,20.3
67,24.5
70,21.6
70,24.1
70,20.8
70,21.9
70,21.5
70,20.4
70,25.8
75,21.8
75,23.6
75,21.3
75,22.3
75,21.1
75,26.8
75,23
80,22.9
80,22.9
80,29
80,25.8
80,29.5
80,32.5
80,20.7
80,22.58
85,22.3
85,22
85,29.1
85,29.7
85,28.4
85,32.1
85,28.2
85,35.5
85,32.3
85,25.9
85,26
85,28.2
85,24.5
85,35.48
85,24.49
90,28.6
90,33.2
90,27.3
90,23.5
90,26
90,30.01
95,29.7
95,28
95,31.3
95,37.5
95,34.8
95,32.38
95,34.5
100,31.2
100,32.2
100,36.6
100,37.1
100,34.42
105,34.5
105,34.5
105,40.9
105,39
105,39.7
105,40.8
105,26.7
105,30.9
105,28.8
105,31.8
105,36.4
105,30.7
105,37.46
105,38.25
105,36.41
105,36.53
105,34.92
105,31.23
109,44.8
109,43.7
109,45
109,42.6
109,42.9
109,44.1
109,45.2
110,31.6
110,31.4
110,38.4
110,34.1
110,33.9
110,31.04
114,32.7
115,30.5
115,30.7
115,34.1
115,36.2
115,38.3
115,40.64
115,35.25
115,36.32
115,37
120,40.5
120,35.5
120,34.8
120,36.7
120,34.85
125,34.4
125,42
125,37.2
125,34.9
125,34.8
125,35.84
125,37.19
125,34.55
125,38.31
125,37.4
125,38.3
125,40.3
130,38.3
130,40.2
130,42.1
130,39.56
130,37.18
135,37
135,40.5
140,37.8
140,38.4
140,40
145,40.4
145,39.3
150,38
150,42.4
150,39.9
150,33.1
150,39.6
150,43.62
150,39.74
150,45.21
150,42.21
150,46.4
150,44.7
150,45.8
155,37.6
155,43.2
160,43.5
165,45.7
165,44.6
165,39.8
180,41.44
183,46.1
352,45.6
352,49.2
352,47.7
352,49.7
352,36.2
352,43.2
352,48.1
352,43.1
352,38.3
352,46.7
360,45.9
360,48.1
360,42.9
369,45.9
369,45.5
369,48.7
369,42.6
369,44.6
369,45
369,43
369,46.9
369,41.3
369,38.8
369,48.6
369,48.7
369,48.5
369,47.5
369,35.6
369,46.8
369,47.9
369,47.1
369,42.7
369,46.4
369,48.3
369,44.3
369,39.6
369,47.6
369,45.9
369,39.8
369,41.6
369,46.2
369,45.2
369,42.1
369,46.9
369,46.3
369,38.4
369,42.6
369,44.2
369,45.2
370,48.5
370,44.4
370,49.9
370,45.3
370,47.6
370,47.5
370,42.7
370,42.6
370,47.7
370,50
370,48.7
370,45
370,46.2
370,47.4
370,44.3
370,47.4
370,38.2
370,43.8
370,47.9
370,41.2
373,48.4
373,47.6
434,48.4
434,48.9
