109,42.6
109,42.9
109,43.7
109,44.1
109,44.8
109,45
109,45.2
150,44.7
150,45.8
150,46.4
183,46.1
352,36.2
352,38.3
352,43.1
352,43.2
352,45.6
352,46.7
352,47.7
352,48.1
352,49.2
352,49.7
360,42.9
360,45.9
360,48.1
369,35.6
369,38.4
369,38.8
369,39.6
369,39.8
369,41.3
369,41.6
369,42.1
369,42.6
369,42.6
369,42.7
369,43
369,44.2
369,44.3
369,44.6
369,45
369,45.2
369,45.2
369,45.5
369,45.9
369,45.9
369,46.2
369,46.3
369,46.4
369,46.8
369,46.9
369,46.9
369,47.1
369,47.5
369,47.6
369,47.9
369,48.3
369,48.5
369,48.6
369,48.7
369,48.7
370,38.2
370,41.2
370,42.6
370,42.7
370,43.8
370,44.3
370,44.4
370,45
370,45.3
370,46.2
370,47.4
370,47.4
370,47.5
370,47.6
370,47.7
370,47.9
370,48.5
370,48.7
370,49.9
370,50
373,47.6
373,48.4
445,40.8
445,41.5
445,43
445,43.2
445,43.3
445,44
445,44.1
445,45.7
445,45.8
445,46
445,46.9
445,47.2
445,47.3
445,47.9
445,48.2
445,48.8
445,48.9
445,49.2
458,46
458,46.8
458,49.7
458,51.1
458,52.2
458,52.5
458,52.6
458,52.6
466,49.2
473,42.3
473,43.8
473,45.4
473,45.9
473,46.1
473,47
473,47.1
473,47.2
474,46.1
474,46.7
474,47.1
474,47.2
474,47.4
474,47.8
474,48
474,49.1
474,49.2
474,49.3
474,50.4
478,45.5
478,46.7
478,51.5
478,52.3
478,52.4
478,54.6
478,57.8
484,47.5
484,48.8
484,48.9
484,50.5
484,52.9
499,44.7
499,44.7
499,46.4
499,46.4
499,47.2
499,47.2
499,47.8
499,47.8
499,47.9
499,47.9
499,47.9
499,47.9
499,48.6
499,48.7
499,48.7
499,49
499,49
499,49.7
499,49.7
499,50.5
499,50.6
499,50.6
499,51.4
499,51.4
499,51.5
499,51.5
499,51.6
499,51.6
499,51.7
499,51.7
499,52.1
499,52.1
499,53.7
505,46
505,52.2
505,52.8
505,52.8
505,53.8
505,54
505,54.3
505,55.3
505,56.2
505,59.2
507,37.1
507,38.8
507,39.3
507,42.4
507,43.2
507,46
507,46.2
507,46.9
507,48.5
507,48.5
507,49.2
507,49.7
507,49.7
507,49.8
507,51.3
508,51.1
508,51.6
515,46.7
515,48.1
515,49
515,51.7
515,52.8
515,54.1
535,46.2
535,46.9
535,47
535,47.4
535,47.9
535,48.3
535,49
535,49.3
535,49.9
535,50.4
535,50.5
535,50.8
535,51.5
535,51.5
535,52.6
535,53.4
535,54.1
535,54.7
535,55.6
548,46.2
548,46.7
548,47
548,47.1
548,47.2
548,47.3
548,47.5
548,47.8
548,48.2
548,48.3
548,48.8
548,49.2
548,49.6
548,49.8
548,49.8
548,50.2
548,50.2
548,50.5
548,50.7
548,51.2
548,51.3
548,51.9
548,52.2
548,52.3
548,52.4
548,53
548,53.1
548,53.1
548,53.2
548,53.9
558,55.8
558,59.6
558,60.8
558,62.4
558,63.5
558,68.6
579,50.2
579,50.8
579,51.4
579,51.5
579,53
579,54.9
579,56.6
580,47.2
580,48.2
580,48.6
580,49.8
580,50.1
580,50.7
580,50.8
580,50.9
580,51
580,51
580,51.4
580,51.9
580,52
580,52
580,55.2
720,46.7
720,47.9
726,47
726,50.4
726,52.6
726,53.6
